order_id_new,order_try_id_new,calc_created,metered_price,upfront_price,distance,duration,gps_confidence,entered_by,b_state,dest_change_number,prediction_price_type,predicted_distance,predicted_duration,change_reason_pricing,ticket_id_new,order_state,order_try_state,overpaid_ride_ticket,fraud_score,calc_date,calc_time,hour,time_block,pct_diff,price_deviation_flag
3722,3722,2020-03-09 17:42:34,6.01,4.5,7714,821,1,client,finished,1,upfront,5711.0,545.0,,760,finished,finished,0,-896.0,2020-03-09,17:42:34,17,C,-25.124792013311147,True
3564,3564,2020-03-08 01:41:45,7.08,6.7,10354,805,1,client,finished,3,upfront,9658.0,782.0,,562,finished,finished,0,-175.0,2020-03-08,01:41:45,1,A,-5.367231638418078,False
4120,4120,2020-03-13 15:59:41,10.35,10.7,15026,1562,1,client,finished,1,upfront,14658.0,1805.0,,1214,finished,finished,0,0.0,2020-03-13,15:59:41,15,C,3.3816425120772915,False
3914,3914,2020-03-11 17:15:45,4.9,4.1,3818,1030,1,client,finished,1,upfront,4691.0,553.0,,1068,finished,finished,0,-944.0,2020-03-11,17:15:45,17,C,-16.32653061224491,False
3046,3046,2020-03-02 13:35:10,2.5,2.5,1313,359,1,client,finished,1,upfront,1908.0,390.0,,4899,finished,finished,0,,2020-03-02,13:35:10,13,C,0.0,False
3145,3145,2020-03-03 22:58:51,4.72,4.4,5307,709,1,client,finished,1,upfront,5007.0,618.0,,119,finished,finished,0,,2020-03-03,22:58:51,22,D,-6.77966101694914,False
3560,3560,2020-03-08 00:33:35,5.2,4.3,7228,577,1,client,finished,1,upfront,5496.0,519.0,,600,finished,finished,0,-279.0,2020-03-08,00:33:35,0,A,-17.307692307692314,False
4116,4116,2020-03-13 15:41:09,15.32,12.2,23720,2514,1,client,finished,1,upfront,20747.0,2474.0,,1206,finished,finished,0,-92.0,2020-03-13,15:41:09,15,C,-20.365535248041784,True
3551,3551,2020-03-07 23:34:44,5.36,5.6,7272,633,1,client,finished,2,upfront,7317.0,721.0,,603,finished,finished,0,,2020-03-07,23:34:44,23,D,4.477611940298495,False
3658,3658,2020-03-09 07:15:28,12.45,7.0,14089,2342,1,client,finished,1,upfront,8015.0,1185.0,,676,finished,finished,0,,2020-03-09,07:15:28,7,B,-43.77510040160642,True
2591,2591,2020-02-27 04:19:00,11.28,12.6,15609,1616,1,client,finished,1,upfront,18949.0,1585.0,,810,finished,finished,0,-246.0,2020-02-27,04:19:00,4,A,11.70212765957447,False
3008,3008,2020-03-02 04:35:19,5.34,5.2,9713,737,1,client,finished,1,upfront,9298.0,719.0,,4850,finished,finished,0,-334.0,2020-03-02,04:35:19,4,A,-2.6217228464419415,False
3440,3440,2020-03-07 00:17:44,3.72,2.9,4165,495,1,client,finished,1,upfront,2870.0,395.0,,417,finished,finished,0,-1052.0,2020-03-07,00:17:44,0,A,-22.04301075268818,True
3104,3104,2020-03-03 09:30:36,4.25,4.6,6862,687,1,client,finished,1,upfront,6838.0,889.0,,108,finished,finished,0,,2020-03-03,09:30:36,9,B,8.23529411764705,False
3879,3879,2020-03-11 11:39:08,7.82,6.3,9127,1313,1,client,finished,1,upfront,7524.0,967.0,,938,finished,finished,0,-54.0,2020-03-11,11:39:08,11,B,-19.43734015345269,False
3860,3860,2020-03-11 07:46:43,4.25,8.4,159,69,1,client,finished,1,upfront,5149.0,832.0,,914,finished,finished,0,,2020-03-11,07:46:43,7,B,97.64705882352942,True
969,969,2020-02-11 11:17:49,5.32,4.7,4186,1136,1,client,finished,1,upfront,4536.0,830.0,,2443,finished,finished,0,-300.0,2020-02-11,11:17:49,11,B,-11.654135338345865,False
72,72,2020-02-02 14:31:25,6000.0,13500.0,799,272,1,client,finished,1,upfront,10113.0,1523.0,,1450,finished,finished,0,,2020-02-02,14:31:25,14,C,125.0,True
148,148,2020-02-03 11:04:09,27435.6,74500.0,12124,3335,0,client,finished,3,upfront,38107.0,2694.0,client_destination_changed,1510,finished,finished,1,,2020-02-03,11:04:09,11,B,171.54499992710203,True
1313,1313,2020-02-14 19:36:58,4.22,4.0,3941,583,1,client,finished,1,upfront,4010.0,474.0,,2826,finished,finished,0,-1040.0,2020-02-14,19:36:58,19,D,-5.213270142180089,False
344,344,2020-02-05 12:21:20,3.52,2.8,4696,711,1,client,finished,1,upfront,3287.0,591.0,,1753,finished,finished,0,-650.0,2020-02-05,12:21:20,12,B,-20.45454545454546,True
817,817,2020-02-09 17:23:43,10269.48,6000.0,7999,856,0,client,finished,1,upfront,2972.0,551.0,,2293,finished,finished,0,,2020-02-09,17:23:43,17,C,-41.57445167622898,True
1357,1357,2020-02-14 23:43:35,10723.02,10500.0,8268,971,1,client,finished,1,upfront,8137.0,1004.0,,2855,finished,finished,0,,2020-02-14,23:43:35,23,D,-2.0798245270455564,False
1712,1712,2020-02-18 12:11:04,7.55,6.2,9904,1072,1,client,finished,1,upfront,7366.0,946.0,,3297,finished,finished,0,-140.0,2020-02-18,12:11:04,12,B,-17.88079470198675,False
1508,1508,2020-02-16 01:02:21,8.18,10.0,7570,779,1,driver,finished,2,upfront,9317.0,1005.0,,3024,finished,finished,0,-136.0,2020-02-16,01:02:21,1,A,22.24938875305624,True
1965,1965,2020-02-21 07:17:22,16.29,13.3,18336,3177,1,client,finished,1,upfront,17691.0,2072.0,,3630,finished,finished,0,-52.0,2020-02-21,07:17:22,7,B,-18.354818907305088,False
2575,2575,2020-02-26 20:12:31,8.61,8.5,12455,918,1,client,finished,1,upfront,12400.0,884.0,,4365,finished,finished,0,-224.0,2020-02-26,20:12:31,20,D,-1.2775842044134662,False
